,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/09/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,14.89,,,,"1,306.41"
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/09/2019,,,,Home Grown Gastropub,,,,,,,,1430 · Chase CC 1410,,36.31,,,,"1,342.72"
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/09/2019,,,,RALEY'S,,,,,,,,1430 · Chase CC 1410,,16.06,,,,"1,358.78"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/03/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,46.17,,,,"1,404.95"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/03/2019,,,,WHOLE FOODS,,,,,,,,1430 · Chase CC 1410,,5.41,,,,"1,410.36"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/05/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,75.85,,,,"1,486.21"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/10/2019,,,,Brewers Cabinet,,,,,,,,1430 · Chase CC 1410,,48.95,,,,"1,535.16"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/10/2019,,,,Mindful Cupcake,,,,,,,,1430 · Chase CC 1410,,45.47,,,,"1,580.63"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/11/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,45.63,,,,"1,626.26"
,,,,,,,7150 Meals 50%,Credit Card Charge,,11/27/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,16.89,,,,"1,643.15"
,,,,,,,7150 Meals 50%,Credit Card Charge,,12/01/2019,,,,Mindful Cupcake,,,,,,,,1430 · Chase CC 1410,,60.63,,,,"1,703.78"
,,,,,,,7150 Meals 50%,Check,,01/13/2020,,,,Greatful Gardens,,01/12,,,,,,1010 · Chase 9063 -720,,37.00,,,,"1,740.78"
,,,,,,,7150 Meals 50%,Check,,01/23/2020,,,,RALEY'S,,01/22,,,,,,1010 · Chase 9063 -720,,26.72,,,,"1,767.50"
,,,,,,,7150 Meals 50%,Check,,03/09/2020,,,,Namaste Kitchen,,03/05,,,,,,1010 · Chase 9063 -720,,70.00,,,,"1,837.50"
,,,,,,,7150 Meals 50%,Check,,03/09/2020,,,,Core Liffe Eatery,,03/07,,,,,,1010 · Chase 9063 -720,,44.60,,,,"1,882.10"
,,,,,,,7150 Meals 50%,Check,,03/09/2020,,,,Chipotle,,03/07,,,,,,1010 · Chase 9063 -720,,63.87,,,,"1,945.97"
,,,,,,,7150 Meals 50%,Check,,03/12/2020,,,,Taste of india,,03/11,,,,,,1010 · Chase 9063 -720,,39.35,,,,"1,985.32"
,,,,,,,7150 Meals 50%,Check,,03/23/2020,,,,QDOBA,,03/22,,,,,,1010 · Chase 9063 -720,,22.63,,,,"2,007.95"
,,,,,,,7150 Meals 50%,Check,,03/23/2020,,,,WHOLE FOODS,,210411  03/22,,,,,,1010 · Chase 9063 -720,,321.36,,,,"2,329.31"
,,,,,,,7150 Meals 50%,Check,,03/23/2020,,,,Laughing Planet,,03/20,,,,,,1010 · Chase 9063 -720,,16.26,,,,"2,345.57"
,,,,,,,7150 Meals 50%,Check,,03/30/2020,,,,Old World Coffee,,03/27,,,,,,1010 · Chase 9063 -720,,12.75,,,,"2,358.32"
,,,,,,,7150 Meals 50%,Check,,04/20/2020,,,,THE Lake Bar & Grill,,04/18,,,,,,1010 · Chase 9063 -720,,23.64,,,,"2,381.96"
,,,,,,,7150 Meals 50%,Check,,04/20/2020,,,,GREAT BASIN COOP,,,,,,,,1010 · Chase 9063 -720,,33.26,,,,"2,415.22"
,,,,,,,7150 Meals 50%,Check,,04/27/2020,,,,ARChies Giant Hamburger,,04/24,,,,,,1010 · Chase 9063 -720,,63.01,,,,"2,478.23"
,,,,,,,7150 Meals 50%,Check,,04/28/2020,,,,Kaydaily,,,,,,,,1010 · Chase 9063 -720,,60.09,,,,"2,538.32"
,,,,,,,7150 Meals 50%,Check,,05/01/2020,,,,ARChies Giant Hamburger,,04/30,,,,,,1010 · Chase 9063 -720,,26.45,,,,"2,564.77"
,,,,,,,7150 Meals 50%,Check,,05/04/2020,,,,HUB,,05/02,,,,,,1010 · Chase 9063 -720,,15.16,,,,"2,579.93"
,,,,,,,7150 Meals 50%,Check,,05/04/2020,,,,WHOLE FOODS,,040741  05/02,,,,,,1010 · Chase 9063 -720,,40.39,,,,"2,620.32"
,,,,,,,7150 Meals 50%,Check,,05/07/2020,,,,Laughing Planet,,05/06,,,,,,1010 · Chase 9063 -720,,15.26,,,,"2,635.58"
,,,,,,,7150 Meals 50%,Check,,05/08/2020,,,,Walden's Coffee House,,05/07,,,,,,1010 · Chase 9063 -720,,23.01,,,,"2,658.59"
,,,,,,,7150 Meals 50%,Check,,05/08/2020,,,,Jimboys Tacos,,05/08,,,,,,1010 · Chase 9063 -720,,24.89,,,,"2,683.48"
,,,,,,,7150 Meals 50%,Check,,05/11/2020,,,,Bakkers Brew,,05/08,,,,,,1010 · Chase 9063 -720,,20.14,,,,"2,703.62"
,,,,,,,7150 Meals 50%,Check,,05/11/2020,,,,Texas Roadhouse,,05/10,,,,,,1010 · Chase 9063 -720,,100.44,,,,"2,804.06"
,,,,,,,7150 Meals 50%,Check,,05/11/2020,,,,Beans & Brews,,UT           05/09,,,,,,1010 · Chase 9063 -720,,36.39,,,,"2,840.45"
,,,,,,,7150 Meals 50%,Check,,05/11/2020,,,,Grubhub,,M NY         05/11,,,,,,1010 · Chase 9063 -720,,48.94,,,,"2,889.39"
,,,,,,,7150 Meals 50%,Check,,05/11/2020,,,,Beans & Brews,,T            05/10,,,,,,1010 · Chase 9063 -720,,19.81,,,,"2,909.20"
,,,,,,,7150 Meals 50%,Check,,05/12/2020,,,,Big Mikes BBQ,,05/11,,,,,,1010 · Chase 9063 -720,,38.36,,,,"2,947.56"
,,,,,,,7150 Meals 50%,Check,,05/13/2020,,,,Grind Coffee,,05/11,,,,,,1010 · Chase 9063 -720,,38.27,,,,"2,985.83"
,,,,,,,7150 Meals 50%,Check,,05/13/2020,,,,Grind Coffe House,,05/11,,,,,,1010 · Chase 9063 -720,,20.99,,,,"3,006.82"
,,,,,,,7150 Meals 50%,Check,,05/13/2020,,,,Mr Beanes,,05/12,,,,,,1010 · Chase 9063 -720,,36.86,,,,"3,043.68"
,,,,,,,7150 Meals 50%,Check,,05/21/2020,,,,Betos,,05/20,,,,,,1010 · Chase 9063 -720,,29.78,,,,"3,073.46"
,,,,,,,7150 Meals 50%,Check,,05/26/2020,,,,QDOBA,,05/22,,,,,,1010 · Chase 9063 -720,,15.86,,,,"3,089.32"
,,,,,,,7150 Meals 50%,Check,,06/01/2020,,,,Urban Market,,05/31,,,,,,1010 · Chase 9063 -720,,9.98,,,,"3,099.30"
,,,,,,,7150 Meals 50%,Check,,06/01/2020,,,,WHOLE FOODS,,556588  05/30,,,,,,1010 · Chase 9063 -720,,6.23,,,,"3,105.53"
,,,,,,,7150 Meals 50%,Check,,06/02/2020,,,,Dark Horse Coffee,,CA           06/01,,,,,,1010 · Chase 9063 -720,,10.75,,,,"3,116.28"
,,,,,,,7150 Meals 50%,Check,,06/05/2020,,,,Starbucks,,06/03,,,,,,1010 · Chase 9063 -720,,13.44,,,,"3,129.72"
,,,,,,,7150 Meals 50%,Check,,06/08/2020,,,,HUB,,06/07,,,,,,1010 · Chase 9063 -720,,9.39,,,,"3,139.11"
,,,,,,,7150 Meals 50%,Check,,06/18/2020,,,,PORT OF SUBs,,06/17,,,,,,1010 · Chase 9063 -720,,30.65,,,,"3,169.76"
,,,,,,,7150 Meals 50%,Credit Card Charge,,06/19/2020,,,,india Kabab,,,,,,,,1430 · Chase CC 1410,,36.83,,,,"3,206.59"
,,,,,,,7150 Meals 50%,Check,,06/22/2020,,,,Two chicks,,06/19,,,,,,1010 · Chase 9063 -720,,67.32,,,,"3,273.91"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/02/2020,,,,PORTola Frosty,,,,,,,,1430 · Chase CC 1410,,18.23,,,,"3,292.14"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/02/2020,,,,BUzz thru joes,,,,,,,,1430 · Chase CC 1410,,27.17,,,,"3,319.31"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/03/2020,,,,Tamra Mediterranean Grill,,,,,,,,1430 · Chase CC 1410,,56.98,,,,"3,376.29"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/03/2020,,,,Eureka Cupertino,,,,,,,,1430 · Chase CC 1410,,90.12,,,,"3,466.41"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/05/2020,,,,La Cueva Mex Grill,,,,,,,,1430 · Chase CC 1410,,27.53,,,,"3,493.94"
,,,,,,,7150 Meals 50%,Check,,07/06/2020,,,,Dark Horse Coffee,,CA           07/04,,,,,,1010 · Chase 9063 -720,,21.90,,,,"3,515.84"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/12/2020,,,,Savemart,,,,,,,,1430 · Chase CC 1410,,25.29,,,,"3,541.13"
,,,,,,,7150 Meals 50%,Check,,07/13/2020,,,,Wild River Grille,,07/09,,,,,,1010 · Chase 9063 -720,,127.72,,,,"3,668.85"
,,,,,,,7150 Meals 50%,Credit Card Charge,,07/13/2020,,,,Wild Cherries Coffee House,,,,,,,,1430 · Chase CC 1410,,35.75,,,,"3,704.60"
,,,,,,,7150 Meals 50%,Check,,07/20/2020,,,,Savemart,,07/17,,,,,,1010 · Chase 9063 -720,,85.86,,,,"3,790.46"
,,,,,,,7150 Meals 50%,Check,,07/20/2020,,,,Euro Snack,,07/18,,,,,,1010 · Chase 9063 -720,,12.00,,,,"3,802.46"
,,,,,,,7150 Meals 50%,Check,,07/20/2020,,,,NEW Moon,,07/20,,,,,,1010 · Chase 9063 -720,,40.59,,,,"3,843.05"
,,,,,,,7150 Meals 50%,Check,,07/20/2020,,,,Savemart,,07/20,,,,,,1010 · Chase 9063 -720,,105.66,,,,"3,948.71"
,,,,,,,7150 Meals 50%,Check,,07/21/2020,,,,Hacienda,,07/20,,,,,,1010 · Chase 9063 -720,,110.35,,,,"4,059.06"
,,,,,,,7150 Meals 50%,Check,,07/23/2020,,,,Comma Coffee,,07/22,,,,,,1010 · Chase 9063 -720,,34.80,,,,"4,093.86"
,,,,,,,7150 Meals 50%,Check,,07/24/2020,,,,HUB,,07/23,,,,,,1010 · Chase 9063 -720,,10.39,,,,"4,104.25"
,,,,,,,7150 Meals 50%,Check,,07/31/2020,,,,Comma Coffee,,07/30,,,,,,1010 · Chase 9063 -720,,29.89,,,,"4,134.14"
,,,,,,,7150 Meals 50%,Check,,08/03/2020,,,,FIresign,,08/01,,,,,,1010 · Chase 9063 -720,,48.10,,,,"4,182.24"
,,,,,,,7150 Meals 50%,Check,,08/17/2020,,,,FIresign,,08/15,,,,,,1010 · Chase 9063 -720,,53.89,,,,"4,236.13"
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/21/2020,,,,7- Eleven,,,,,,,,1430 · Chase CC 1410,,12.30,,,,"4,248.43"
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/21/2020,,,,7- Eleven,,,,,,,,1430 · Chase CC 1410,,20.92,,,,"4,269.35"
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/08/2020,,,,WHOLE FOODS,,,,,,,,1430 · Chase CC 1410,,142.14,,,,"4,411.49"
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/11/2020,,,,Savemart,,,,,,,,1430 · Chase CC 1410,,17.90,,,,"4,429.39"
,,,,,,,7150 Meals 50%,Check,,09/16/2020,,,,Walden's Coffee House,,09/16,,,,,,1010 · Chase 9063 -720,,34.60,,,,"4,463.99"
,,,,Total 7150 · Meals 50%,,,,,,,,,,,,,,,,,,,,"4,463.99",,0.00,,"4,463.99"
