,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,,,,6020 Auto & Truck Expense,Check,,03/19/2019,,,,Safeway Gas,,03/18,,,,,,1010 · Chase 9063 -720,,74.31,,,,"2,304.85"
,,,,,,,6020 Auto & Truck Expense,Check,,03/21/2019,,,,OREILLY AUTO PARTS,,,,,,,,1000 · Checking BOA 2589,,35.72,,,,"2,340.57"
,,,,,,,6020 Auto & Truck Expense,Check,,03/25/2019,,,,SHELL SERVICE STATION,,,,,,,,1000 · Checking BOA 2589,,71.12,,,,"2,411.69"
,,,,,,,6020 Auto & Truck Expense,Check,,04/01/2019,,,,Rainbow Market Gas,,,,,,,,1000 · Checking BOA 2589,,65.99,,,,"2,477.68"
,,,,,,,6020 Auto & Truck Expense,Check,,04/08/2019,,,,QUIk Stop,,04/07,,,,,,1010 · Chase 9063 -720,,67.50,,,,"2,545.18"
,,,,,,,6020 Auto & Truck Expense,Check,,04/12/2019,,1292,,Sierra Car Wash,,,,,,,,1200 · Checking BOA 6959 MG,,29.95,,,,"2,575.13"
,,,,,,,6020 Auto & Truck Expense,Check,,04/15/2019,,,,VISTA Mart,,04/13,,,,,,1010 · Chase 9063 -720,,50.96,,,,"2,626.09"
,,,,,,,6020 Auto & Truck Expense,Check,,04/22/2019,,,,Maverik,,04/19,,,,,,1010 · Chase 9063 -720,,74.81,,,,"2,700.90"
,,,,,,,6020 Auto & Truck Expense,Check,,04/24/2019,,,,Reno Auto Wrecking,,71 NV        04/22,,,,,,1010 · Chase 9063 -720,,32.48,,,,"2,733.38"
,,,,,,,6020 Auto & Truck Expense,Check,,04/29/2019,,,,FLying J,,04/26,,,,,,1010 · Chase 9063 -720,,55.75,,,,"2,789.13"
,,,,,,,6020 Auto & Truck Expense,Check,,05/02/2019,,,,VISTA Mart,,05/01,,,,,,1010 · Chase 9063 -720,,83.12,,,,"2,872.25"
,,,,,,,6020 Auto & Truck Expense,Check,,05/07/2019,,,,76 Station,,V            05/06,,,,,,1010 · Chase 9063 -720,,86.24,,,,"2,958.49"
,,,,,,,6020 Auto & Truck Expense,Check,,05/13/2019,,1305,,Sierra Car Wash,,,,,,,,1200 · Checking BOA 6959 MG,,22.22,,,,"2,980.71"
,,,,,,,6020 Auto & Truck Expense,General Journal,,05/15/2019,,,,,,Gas,,,,,,2500 · N/P-  Joshua Smith,,125.00,,,,"3,105.71"
,,,,,,,6020 Auto & Truck Expense,Check,,05/17/2019,,,,76 Station,,V            05/16,,,,,,1010 · Chase 9063 -720,,92.61,,,,"3,198.32"
,,,,,,,6020 Auto & Truck Expense,Check,,05/23/2019,,,,ARCO GAS,,05/23,,,,,,1010 · Chase 9063 -720,,60.36,,,,"3,258.68"
,,,,,,,6020 Auto & Truck Expense,Check,,06/17/2019,,,,LES SCHWAB,,739322  06/17,,,,,,1010 · Chase 9063 -720,,455.24,,,,"3,713.92"
,,,,,,,6020 Auto & Truck Expense,General Journal,,06/19/2019,,10120,,,,Pro 1 Automotive - oil,,,,,,2500 · N/P-  Joshua Smith,,211.63,,,,"3,925.55"
,,,,,,,6020 Auto & Truck Expense,Check,,06/19/2019,,,,OREILLY AUTO PARTS,,377144  06/19,,,,,,1010 · Chase 9063 -720,,10.82,,,,"3,936.37"
,,,,,,,6020 Auto & Truck Expense,Check,,06/19/2019,,,,OREILLY AUTO PARTS,,877944  06/19,,,,,,1010 · Chase 9063 -720,,5.40,,,,"3,941.77"
,,,,,,,6020 Auto & Truck Expense,General Journal,,06/26/2019,,10121,,,,Golden Valley Gas,,,,,,2500 · N/P-  Joshua Smith,,75.00,,,,"4,016.77"
,,,,,,,6020 Auto & Truck Expense,General Journal,,06/26/2019,,10122,,,,Quik Stop,,,,,,2500 · N/P-  Joshua Smith,,40.00,,,,"4,056.77"
,,,,,,,6020 Auto & Truck Expense,Check,,07/01/2019,,,,Maverik,,06/28,,,,,,1010 · Chase 9063 -720,,70.00,,,,"4,126.77"
,,,,,,,6020 Auto & Truck Expense,Check,,07/01/2019,,,,Maverik,,06/28,,,,,,1010 · Chase 9063 -720,,50.00,,,,"4,176.77"
,,,,,,,6020 Auto & Truck Expense,Check,,07/09/2019,,,,76 Station,,07/09,,,,,,1010 · Chase 9063 -720,,6.11,,,,"4,182.88"
,,,,,,,6020 Auto & Truck Expense,Check,,07/09/2019,,,,76 Station,,07/09,,,,,,1010 · Chase 9063 -720,,50.00,,,,"4,232.88"
,,,,,,,6020 Auto & Truck Expense,Check,,07/12/2019,,,,GOLDEN GATE GASSTATION,,07/11,,,,,,1010 · Chase 9063 -720,,100.00,,,,"4,332.88"
,,,,,,,6020 Auto & Truck Expense,Check,,07/18/2019,,,,OREILLY AUTO PARTS,,032575  07/18,,,,,,1010 · Chase 9063 -720,,170.22,,,,"4,503.10"
,,,,,,,6020 Auto & Truck Expense,Check,,07/22/2019,,,,76 Station,,07/22,,,,,,1010 · Chase 9063 -720,,60.00,,,,"4,563.10"
,,,,,,,6020 Auto & Truck Expense,Check,,07/26/2019,,,,VISTA Mart,,07/25,,,,,,1010 · Chase 9063 -720,,60.00,,,,"4,623.10"
,,,,,,,6020 Auto & Truck Expense,Check,,07/26/2019,,,,AUTOZONE,,,,,,,,1010 · Chase 9063 -720,,21.64,,,,"4,644.74"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/30/2019,,,,A1 Radiator,,,,,,,,1430 · Chase CC 1410,,775.97,,,,"5,420.71"
,,,,,,,6020 Auto & Truck Expense,Check,,08/01/2019,,,,Rainbow Market Gas,,08/01,,,,,,1010 · Chase 9063 -720,,60.00,,,,"5,480.71"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/02/2019,,,,JIffy Lube,,,,,,,,1430 · Chase CC 1410,,128.90,,,,"5,609.61"
,,,,,,,6020 Auto & Truck Expense,Check,,08/05/2019,,,,GOLDEN GATE GASSTATION,,08/02,,,,,,1010 · Chase 9063 -720,,100.00,,,,"5,709.61"
,,,,,,,6020 Auto & Truck Expense,Check,,08/08/2019,,,,VISTA Mart,,08/08,,,,,,1010 · Chase 9063 -720,,71.08,,,,"5,780.69"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/18/2019,,,,ARCO GAS,,,,,,,,1430 · Chase CC 1410,,60.35,,,,"5,841.04"
,,,,,,,6020 Auto & Truck Expense,Check,,08/19/2019,,,,Maverik,,08/16,,,,,,1010 · Chase 9063 -720,,100.00,,,,"5,941.04"
,,,,,,,6020 Auto & Truck Expense,Check,,08/19/2019,,,,VISTA Mart,,08/17,,,,,,1010 · Chase 9063 -720,,70.00,,,,"6,011.04"
,,,,,,,6020 Auto & Truck Expense,Check,,08/29/2019,,,,SMITH'S,,,,,,,,1010 · Chase 9063 -720,,78.70,,,,"6,089.74"
,,,,,,,6020 Auto & Truck Expense,Check,,09/20/2019,,,,,,000807  09/2010390 N M,,,,,,1010 · Chase 9063 -720,,80.00,,,,"6,169.74"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/22/2019,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,45.85,,,,"6,215.59"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/29/2019,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,50.98,,,,"6,266.57"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/29/2019,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,55.61,,,,"6,322.18"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,10/02/2019,,,,AUTOBAHN SPECIALTIES,,,,,,,,1430 · Chase CC 1410,,51.00,,,,"6,373.18"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,10/06/2019,,,,QUIk Stop,,,,,,,,1430 · Chase CC 1410,,41.44,,,,"6,414.62"
,,,,,,,6020 Auto & Truck Expense,Check,,10/07/2019,,,,OREILLY AUTO PARTS,,583876  10/05,,,,,,1010 · Chase 9063 -720,,9.73,,,,"6,424.35"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,10/09/2019,,,,CHEVRON,,,,,,,,1430 · Chase CC 1410,,35.04,,,,"6,459.39"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,10/13/2019,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,75.00,,,,"6,534.39"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,11/03/2019,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,75.00,,,,"6,609.39"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,01/18/2020,,,,SHELL SERVICE STATION,,,,,,,,1430 · Chase CC 1410,,41.76,,,,"6,651.15"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,01/18/2020,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,32.42,,,,"6,683.57"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,01/19/2020,,,,GOLDEN GATE GASSTATION,,VOID:,,,,Ö,,1430 · Chase CC 1410,,0.00,,,,"6,683.57"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,01/20/2020,,,,SHELL SERVICE STATION,,VOID:,,,,Ö,,1430 · Chase CC 1410,,0.00,,,,"6,683.57"
,,,,,,,6020 Auto & Truck Expense,Check,,02/18/2020,,,,Dynamic diesel,,02/14,,,,,,1010 · Chase 9063 -720,,"2,966.93",,,,"9,650.50"
,,,,,,,6020 Auto & Truck Expense,Check,,03/02/2020,,,,GOLDEN GATE GASSTATION,,02/29,,,,,,1010 · Chase 9063 -720,,80.45,,,,"9,730.95"
,,,,,,,6020 Auto & Truck Expense,Check,,03/05/2020,,,,GOLDEN GATE GASSTATION,,03/04,,,,,,1010 · Chase 9063 -720,,75.00,,,,"9,805.95"
,,,,,,,6020 Auto & Truck Expense,Check,,03/05/2020,,,,CHEVRON,,R NV 006398  03/05,,,,,,1010 · Chase 9063 -720,,99.00,,,,"9,904.95"
,,,,,,,6020 Auto & Truck Expense,Check,,03/05/2020,,,,CHEVRON,,R NV 059654  03/05,,,,,,1010 · Chase 9063 -720,,31.30,,,,"9,936.25"
,,,,,,,6020 Auto & Truck Expense,Check,,03/05/2020,,,,TA mill city,,03/04,,,,,,1010 · Chase 9063 -720,,52.69,,,,"9,988.94"
,,,,,,,6020 Auto & Truck Expense,Check,,03/09/2020,,,,PiLOT,,548058  03/09,,,,,,1010 · Chase 9063 -720,,20.03,,,,"10,008.97"
,,,,,,,6020 Auto & Truck Expense,Check,,03/09/2020,,,,PiLOT,,03/09,,,,,,1010 · Chase 9063 -720,,99.65,,,,"10,108.62"
,,,,,,,6020 Auto & Truck Expense,Check,,03/09/2020,,,,PiLOT,,097923  03/09,,,,,,1010 · Chase 9063 -720,,75.00,,,,"10,183.62"
,,,,,,,6020 Auto & Truck Expense,Check,,03/09/2020,,,,PiLOT,,046966  03/09,,,,,,1010 · Chase 9063 -720,,26.96,,,,"10,210.58"
,,,,,,,6020 Auto & Truck Expense,Check,,03/09/2020,,,,PHILLllips 66,,IT UT        03/09,,,,,,1010 · Chase 9063 -720,,75.38,,,,"10,285.96"
,,,,,,,6020 Auto & Truck Expense,Check,,04/16/2020,,,,Maverik,,04/15,,,,,,1010 · Chase 9063 -720,,67.53,,,,"10,353.49"
,,,,,,,6020 Auto & Truck Expense,Check,,05/01/2020,,,,Maverik,,05/01,,,,,,1010 · Chase 9063 -720,,46.10,,,,"10,399.59"
,,,,,,,6020 Auto & Truck Expense,Check,,05/07/2020,,,,7- Eleven,,05/07,,,,,,1010 · Chase 9063 -720,,15.90,,,,"10,415.49"
,,,,,,,6020 Auto & Truck Expense,Check,,05/08/2020,,,,Maverik,,05/07,,,,,,1010 · Chase 9063 -720,,100.00,,,,"10,515.49"
,,,,,,,6020 Auto & Truck Expense,Check,,05/08/2020,,,,Maverik,,05/08,,,,,,1010 · Chase 9063 -720,,60.35,,,,"10,575.84"
,,,,,,,6020 Auto & Truck Expense,Check,,05/11/2020,,,,Delle Sinclair,,05/08,,,,,,1010 · Chase 9063 -720,,75.00,,,,"10,650.84"
,,,,,,,6020 Auto & Truck Expense,Check,,05/11/2020,,,,PiLOT,,05/10,,,,,,1010 · Chase 9063 -720,,98.60,,,,"10,749.44"
,,,,,,,6020 Auto & Truck Expense,Check,,05/11/2020,,,,SHELL SERVICE STATION,,05/11,,,,,,1010 · Chase 9063 -720,,108.35,,,,"10,857.79"
,,,,,,,6020 Auto & Truck Expense,Check,,05/12/2020,,,,TA TRAVEL CENTER,,T            05/10,,,,,,1010 · Chase 9063 -720,,27.43,,,,"10,885.22"
,,,,,,,6020 Auto & Truck Expense,Check,,05/12/2020,,,,PHILLllips 66,,TY UT        05/11,,,,,,1010 · Chase 9063 -720,,53.91,,,,"10,939.13"
,,,,,,,6020 Auto & Truck Expense,Check,,05/26/2020,,,,GOLDEN GATE GASSTATION,,05/23,,,,,,1010 · Chase 9063 -720,,20.24,,,,"10,959.37"
,,,,,,,6020 Auto & Truck Expense,Check,,05/26/2020,,,,GOLDEN GATE GASSTATION,,05/23,,,,,,1010 · Chase 9063 -720,,75.00,,,,"11,034.37"
,,,,,,,6020 Auto & Truck Expense,Check,,05/29/2020,,,,7- Eleven,,05/29,,,,,,1010 · Chase 9063 -720,,22.83,,,,"11,057.20"
,,,,,,,6020 Auto & Truck Expense,Check,,06/01/2020,,,,Gold Ranch Fuel,,05/31,,,,,,1010 · Chase 9063 -720,,51.62,,,,"11,108.82"
,,,,,,,6020 Auto & Truck Expense,Check,,06/02/2020,,,,7- Eleven,,06/02,,,,,,1010 · Chase 9063 -720,,11.46,,,,"11,120.28"
,,,,,,,6020 Auto & Truck Expense,Check,,06/02/2020,,,,7- Eleven,,06/02,,,,,,1010 · Chase 9063 -720,,10.26,,,,"11,130.54"
,,,,,,,6020 Auto & Truck Expense,Check,,06/03/2020,,,,7- Eleven,,06/03,,,,,,1010 · Chase 9063 -720,,12.95,,,,"11,143.49"
,,,,,,,6020 Auto & Truck Expense,Check,,06/09/2020,,,,GOLDEN GATE GASSTATION,,06/08,,,,,,1010 · Chase 9063 -720,,62.49,,,,"11,205.98"
,,,,,,,6020 Auto & Truck Expense,Check,,06/09/2020,,,,AUTOZONE,,048270  06/09,,,,,,1010 · Chase 9063 -720,,48.69,,,,"11,254.67"
,,,,,,,6020 Auto & Truck Expense,General Journal,,06/18/2020,,010119-24sc,,,,Washoe One Stop - gas,,,,,,2500 · N/P-  Joshua Smith,,61.46,,,,"11,316.13"
,,,,,,,6020 Auto & Truck Expense,General Journal,,06/18/2020,,010119-29sc,,,,Shell - gas Josh's Personal card,,,,,,2500 · N/P-  Joshua Smith,,75.00,,,,"11,391.13"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,06/22/2020,,,,Gold Ranch Fuel,,,,,,,,1430 · Chase CC 1410,,103.19,,,,"11,494.32"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,06/23/2020,,,,AUTOZONE,,,,,,,,1430 · Chase CC 1410,,31.38,,,,"11,525.70"
,,,,,,,6020 Auto & Truck Expense,Check,,06/24/2020,,,,Maverik,,06/24,,,,,,1010 · Chase 9063 -720,,72.49,,,,"11,598.19"
,,,,,,,6020 Auto & Truck Expense,Check,,06/26/2020,,,,Maverik,,06/26,,,,,,1010 · Chase 9063 -720,,66.64,,,,"11,664.83"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,06/28/2020,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,16.91,,,,"11,681.74"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,06/28/2020,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,75.00,,,,"11,756.74"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/03/2020,,,,Gold Ranch Fuel,,,,,,,,1430 · Chase CC 1410,,20.45,,,,"11,777.19"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/03/2020,,,,Gold Ranch Fuel,,,,,,,,1430 · Chase CC 1410,,75.33,,,,"11,852.52"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/03/2020,,,,Speedway,,,,,,,,1430 · Chase CC 1410,,84.74,,,,"11,937.26"
,,,,,,,6020 Auto & Truck Expense,General Journal,,07/03/2020,,010119-25sc,,,,AmPM - gas Josh's Personal Card,,,,,,2500 · N/P-  Joshua Smith,,61.30,,,,"11,998.56"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/10/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,64.34,,,,"12,062.90"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/13/2020,,,,SMITH'S,,,,,,,,1430 · Chase CC 1410,,61.11,,,,"12,124.01"
,,,,,,,6020 Auto & Truck Expense,Check,,07/17/2020,,,,CHEVRON,,07/16,,,,,,1010 · Chase 9063 -720,,80.89,,,,"12,204.90"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/17/2020,,,,Virginia City Station,,,,,,,,1430 · Chase CC 1410,,71.13,,,,"12,276.03"
,,,,,,,6020 Auto & Truck Expense,Check,,07/20/2020,,,,CHEVRON,,07/19,,,,,,1010 · Chase 9063 -720,,25.00,,,,"12,301.03"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/21/2020,,,,CHEVRON,,,,,,,,1430 · Chase CC 1410,,57.75,,,,"12,358.78"
,,,,,,,6020 Auto & Truck Expense,Check,,07/22/2020,,,,GOLDEN GATE GASSTATION,,07/22,,,,,,1010 · Chase 9063 -720,,73.15,,,,"12,431.93"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/22/2020,,,,AUTOZONE,,,,,,,,1430 · Chase CC 1410,,59.13,,,,"12,491.06"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/23/2020,,,,CHEVRON,,,,,,,,1430 · Chase CC 1410,,67.01,,,,"12,558.07"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/26/2020,,,,Gold Ranch Fuel,,,,,,,,1430 · Chase CC 1410,,76.84,,,,"12,634.91"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,07/28/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,69.30,,,,"12,704.21"
,,,,,,,6020 Auto & Truck Expense,Check,,07/30/2020,,,,ARCO GAS,,07/30,,,,,,1010 · Chase 9063 -720,,84.28,,,,"12,788.49"
,,,,,,,6020 Auto & Truck Expense,Check,,07/31/2020,,,,Maverik,,07/30,,,,,,1010 · Chase 9063 -720,,60.32,,,,"12,848.81"
,,,,,,,6020 Auto & Truck Expense,Check,,07/31/2020,,,,Dynamic diesel,,07/30,,,,,,1010 · Chase 9063 -720,,200.00,,,,"13,048.81"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/05/2020,,,,CHEVRON,,,,,,,,1430 · Chase CC 1410,,32.21,,,,"13,081.02"
,,,,,,,6020 Auto & Truck Expense,Check,,08/06/2020,,,,GOLDEN GATE GASSTATION,,08/05,,,,,,1010 · Chase 9063 -720,,75.00,,,,"13,156.02"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/14/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,76.46,,,,"13,232.48"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/20/2020,,,,SHELL SERVICE STATION,,,,,,,,1430 · Chase CC 1410,,86.68,,,,"13,319.16"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/21/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,80.30,,,,"13,399.46"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,08/26/2020,,,,NAPA AUTO,,,,,,,,1430 · Chase CC 1410,,13.62,,,,"13,413.08"
,,,,,,,6020 Auto & Truck Expense,Check,,08/31/2020,,,,CHEVRON,,08/31,,,,,,1010 · Chase 9063 -720,,40.00,,,,"13,453.08"
,,,,,,,6020 Auto & Truck Expense,Check,,08/31/2020,,,,7- Eleven,,08/31,,,,,,1010 · Chase 9063 -720,,4.28,,,,"13,457.36"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/01/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,75.83,,,,"13,533.19"
,,,,,,,6020 Auto & Truck Expense,Check,,09/04/2020,,,,GOLDEN GATE GASSTATION,,09/03,,,,,,1010 · Chase 9063 -720,,73.00,,,,"13,606.19"
,,,,,,,6020 Auto & Truck Expense,Check,,09/04/2020,,,,Sierra auto spa,,09/03,,,,,,1010 · Chase 9063 -720,,20.00,,,,"13,626.19"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/04/2020,,,,SHELL SERVICE STATION,,,,,,,,1430 · Chase CC 1410,,91.94,,,,"13,718.13"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/09/2020,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,75.00,,,,"13,793.13"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/13/2020,,,,CHEVRON,,,,,,,,1430 · Chase CC 1410,,70.83,,,,"13,863.96"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/17/2020,,,,Airport Auto Wrecking,,,,,,,,1430 · Chase CC 1410,,49.78,,,,"13,913.74"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/18/2020,,,,Airport Auto Wrecking,,,,,,,,1430 · Chase CC 1410,,49.78,,,,"13,963.52"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/20/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,5.31,,,,"13,968.83"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/20/2020,,,,Maverik,,,,,,,,1430 · Chase CC 1410,,55.71,,,,"14,024.54"
,,,,,,,6020 Auto & Truck Expense,Credit Card Charge,,09/24/2020,,,,GOLDEN GATE GASSTATION,,,,,,,,1430 · Chase CC 1410,,74.77,,,,"14,099.31"
,,,,Total 6020 · Auto & Truck Expense,,,,,,,,,,,,,,,,,,,,"14,099.31",,0.00,,"14,099.31"
