,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,,,,7210 Postage & Shipping,Check,,03/11/2020,,,,Mail Boxes etc,,03/11,,,,,,1010 · Chase 9063 -720,,27.53,,,,822.07
,,,,,,,7210 Postage & Shipping,Bill,,04/01/2020,,23347,,American Earth Anchors,,Shipping,,,,,,2000 · Accounts Payable,,95.00,,,,917.07
,,,,,,,7210 Postage & Shipping,Check,,04/14/2020,,,,UPS,,04/14,,,,,,1010 · Chase 9063 -720,,57.45,,,,974.52
,,,,,,,7210 Postage & Shipping,Check,,04/27/2020,,,,UPS,,GA          04/24,,,,,,1010 · Chase 9063 -720,,14.14,,,,988.66
,,,,,,,7210 Postage & Shipping,Check,,04/27/2020,,,,UPS,,GA          04/24,,,,,,1010 · Chase 9063 -720,,6.08,,,,994.74
,,,,,,,7210 Postage & Shipping,Check,,04/27/2020,,,,UPS,,GA          04/24,,,,,,1010 · Chase 9063 -720,,36.58,,,,"1,031.32"
,,,,,,,7210 Postage & Shipping,Check,,04/27/2020,,,,UPS,,GA          04/24,,,,,,1010 · Chase 9063 -720,,101.33,,,,"1,132.65"
,,,,,,,7210 Postage & Shipping,Check,,05/26/2020,,,,UPS,,GA          05/25,,,,,,1010 · Chase 9063 -720,,65.19,,,,"1,197.84"
,,,,,,,7210 Postage & Shipping,Check,,05/26/2020,,,,UShip,,05/22,,,,,,1010 · Chase 9063 -720,,183.00,,,,"1,380.84"
,,,,,,,7210 Postage & Shipping,Check,,05/28/2020,,,,UPS,,GA          05/27,,,,,,1010 · Chase 9063 -720,,3.91,,,,"1,384.75"
,,,,,,,7210 Postage & Shipping,Check,,06/18/2020,,,,UShip,,06/17,,,,,,1010 · Chase 9063 -720,,207.47,,,,"1,592.22"
,,,,,,,7210 Postage & Shipping,Check,,07/03/2020,,,,UShip,,07/02,,,,,,1010 · Chase 9063 -720,,45.00,,,,"1,637.22"
,,,,,,,7210 Postage & Shipping,Invoice,,07/17/2020,,120,,Craig Klose,,Shipping - BOL 39189777,,,,,,1500 · Accounts Receivable,,,,602.78,,"1,034.44"
,,,,,,,7210 Postage & Shipping,Check,,07/23/2020,,,,UPS,,GA          07/22,,,,,,1010 · Chase 9063 -720,,65.01,,,,"1,099.45"
,,,,,,,7210 Postage & Shipping,Check,,08/18/2020,,,,UShip,,08/17,,,,,,1010 · Chase 9063 -720,,718.51,,,,"1,817.96"
,,,,,,,7210 Postage & Shipping,Check,,08/27/2020,,,,UPS,,GA          08/26,,,,,,1010 · Chase 9063 -720,,26.04,,,,"1,844.00"
,,,,,,,7210 Postage & Shipping,Credit Card Charge,,09/02/2020,,,,Mail Boxes etc,,,,,,,,1430 · Chase CC 1410,,1.04,,,,"1,845.04"
,,,,,,,7210 Postage & Shipping,Check,,09/24/2020,,,,UShip,,09/23,,,,,,1010 · Chase 9063 -720,,602.78,,,,"2,447.82"
,,,,Total 7210 · Postage & Shipping,,,,,,,,,,,,,,,,,,,,"3,050.60",,602.78,,"2,447.82"
