,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,,,,7360 Small Tools,Check,,09/10/2019,,,,amazon,,ll WA        09/09,,,,,,1010 · Chase 9063 -720,,12.55,,,,"2,052.23"
,,,,,,,7360 Small Tools,Credit Card Charge,,09/29/2019,,,,Harbor Freight,,,,,,,,1430 · Chase CC 1410,,122.25,,,,"2,174.48"
,,,,,,,7360 Small Tools,Credit Card Charge,,11/21/2019,,,,apex saw,,,,,,,,1420 · Capital One,,"1,365.21",,,,"3,539.69"
,,,,,,,7360 Small Tools,Check,,03/20/2020,,,,apex saw,,NV           03/19,,,,,,1010 · Chase 9063 -720,,69.28,,,,"3,608.97"
,,,,,,,7360 Small Tools,Check,,04/27/2020,,,,ACE HARDWARE,,,,,,,,1010 · Chase 9063 -720,,18.39,,,,"3,627.36"
,,,,,,,7360 Small Tools,Check,,05/11/2020,,,,amazon,,ll WA        05/08,,,,,,1010 · Chase 9063 -720,,259.72,,,,"3,887.08"
,,,,,,,7360 Small Tools,Check,,05/14/2020,,,,amazon,,ll WA        05/14,,,,,,1010 · Chase 9063 -720,,303.12,,,,"4,190.20"
,,,,,,,7360 Small Tools,Check,,05/21/2020,,,,amazon,,ll WA        05/20,,,,,,1010 · Chase 9063 -720,,586.15,,,,"4,776.35"
,,,,,,,7360 Small Tools,Check,,06/01/2020,,,,amazon,,ll WA        06/01,,,,,,1010 · Chase 9063 -720,,18.39,,,,"4,794.74"
,,,,,,,7360 Small Tools,Check,,06/01/2020,,,,amazon,,ll WA        06/01,,,,,,1010 · Chase 9063 -720,,17.31,,,,"4,812.05"
,,,,,,,7360 Small Tools,Credit Card Charge,,06/23/2020,,,,Q Air California,,,,,,,,1430 · Chase CC 1410,,335.88,,,,"5,147.93"
,,,,,,,7360 Small Tools,Check,,07/02/2020,,,,Harbor Freight,,07/02,,,,,,1010 · Chase 9063 -720,,124.34,,,,"5,272.27"
,,,,,,,7360 Small Tools,Check,,07/06/2020,,,,amazon,,ll WA        07/06,,,,,,1010 · Chase 9063 -720,,237.63,,,,"5,509.90"
,,,,,,,7360 Small Tools,Credit Card Charge,,07/16/2020,,,,HOME DEPOT,,,,,,,,1430 · Chase CC 1410,,229.15,,,,"5,739.05"
,,,,,,,7360 Small Tools,Credit Card Charge,,07/26/2020,,,,HOME DEPOT,,,,,,,,1430 · Chase CC 1410,,156.09,,,,"5,895.14"
,,,,,,,7360 Small Tools,Check,,08/04/2020,,,,amazon,,ll WA        08/04,,,,,,1010 · Chase 9063 -720,,30.30,,,,"5,925.44"
,,,,,,,7360 Small Tools,Check,,08/06/2020,,,,amazon,,ll WA        08/05,,,,,,1010 · Chase 9063 -720,,139.66,,,,"6,065.10"
,,,,,,,7360 Small Tools,Check,,08/07/2020,,,,amazon,,ll WA        08/06,,,,,,1010 · Chase 9063 -720,,667.45,,,,"6,732.55"
,,,,,,,7360 Small Tools,General Journal,,08/14/2020,,010119-23sc,,,,Harbor Freight - Josh Personal Card,,,,,,2500 · N/P-  Joshua Smith,,64.95,,,,"6,797.50"
,,,,,,,7360 Small Tools,Credit Card Charge,,08/16/2020,,,,HOME DEPOT,,,,,,,,1430 · Chase CC 1410,,250.96,,,,"7,048.46"
,,,,,,,7360 Small Tools,Check,,08/17/2020,,,,amazon,,ll WA        08/16,,,,,,1010 · Chase 9063 -720,,54.87,,,,"7,103.33"
,,,,,,,7360 Small Tools,Check,,08/24/2020,,,,amazon,,ll WA        08/22,,,,,,1010 · Chase 9063 -720,,97.43,,,,"7,200.76"
,,,,,,,7360 Small Tools,Credit Card Charge,,08/25/2020,,,,Harbor Freight,,,,,,,,1430 · Chase CC 1410,,6.49,,,,"7,207.25"
,,,,,,,7360 Small Tools,Credit Card Charge,,08/30/2020,,,,HOME DEPOT,,,,,,,,1430 · Chase CC 1410,,109.77,,,,"7,317.02"
,,,,Total 7360 · Small Tools,,,,,,,,,,,,,,,,,,,,"7,820.22",,503.20,,"7,317.02"
